# Generated by tools/generate_setup.py — do not hand-edit.
# Specialization variants of vanilla town_setup templates.

anatolian_city_commercial = {
	winery = 4
}

iberian_city_gathering = {
	apothecary = 1
	castle = 1
	fishing_village = 3
	glass_guild = 5
	granary = 3
	mason = 1
	pottery_guild = 4
	saltpeter_guild = 4
	sul_rural_herbalist = 1
	temple = 1
}

iberian_city_gathering_east_asia = {
	apothecary = 1
	castle = 1
	fishing_village = 3
	glass_guild = 4
	granary = 3
	mason = 1
	porcelain_guild = 4
	pottery_guild = 3
	saltpeter_guild = 3
	sul_rural_herbalist = 1
	temple = 1
}

iberian_city_gathering_tech0 = {
	castle = 1
	fishing_village = 3
	glass_guild = 1
	granary = 3
	mason = 1
	pottery_guild = 6
	saltpeter_guild = 6
	sul_rural_herbalist = 1
	temple = 1
}

iberian_city_gathering_tech1 = {
	castle = 1
	fishing_village = 3
	glass_guild = 1
	granary = 3
	mason = 1
	pottery_guild = 6
	saltpeter_guild = 6
	sul_rural_herbalist = 1
	temple = 1
}

iberian_city_mining = {
	castle = 1
	granary = 3
	jewelry_guild = 1
	mason = 2
	sul_mining_village = 3
	temple = 1
	tools_guild = 6
	weapon_guild = 6
}

iberian_city_mining_east_asia = {
	castle = 1
	granary = 3
	hand_cannon_guild = 1
	jewelry_guild = 5
	mason = 2
	sul_mining_village = 3
	temple = 1
	tools_guild = 4
	weapon_guild = 4
}

iberian_city_mining_tech0 = {
	castle = 1
	granary = 3
	jewelry_guild = 1
	mason = 2
	sul_mining_village = 3
	temple = 1
}

iberian_city_port_commercial = {
	castle = 1
	cloth_guild = 4
	fine_cloth_guild = 4
	granary = 3
	market_village = 3
	marketplace = 4
	mason = 1
	naval_supplies_guild = 4
	scriptorium = 1
	sul_rural_ropemaker = 1
	temple = 1
	wharf = 1
}

iberian_city_port_commercial_tech0 = {
	castle = 1
	cloth_guild = 1
	fine_cloth_guild = 4
	granary = 3
	market_village = 3
	marketplace = 4
	mason = 1
	naval_supplies_guild = 4
	sul_rural_ropemaker = 1
	temple = 1
	wharf = 1
}

iberian_city_port_commercial_tech1 = {
	castle = 1
	cloth_guild = 1
	fine_cloth_guild = 4
	granary = 3
	market_village = 3
	marketplace = 4
	mason = 1
	naval_supplies_guild = 4
	sul_rural_ropemaker = 1
	temple = 1
	wharf = 1
}

iberian_city_port_farming = {
	brewery = 1
	castle = 1
	distillers_guild = 4
	farming_village = 3
	granary = 3
	mason = 1
	sul_farmers_market = 1
	tannery = 4
	temple = 1
	wharf = 1
	winery = 4
}

iberian_city_port_gathering = {
	apothecary = 1
	castle = 1
	fishing_village = 3
	glass_guild = 4
	granary = 3
	mason = 1
	pottery_guild = 4
	saltpeter_guild = 4
	sul_rural_herbalist = 1
	temple = 1
	wharf = 1
}

iberian_city_port_gathering_east_asia = {
	apothecary = 1
	castle = 1
	fishing_village = 3
	glass_guild = 3
	granary = 3
	mason = 1
	porcelain_guild = 3
	pottery_guild = 3
	saltpeter_guild = 3
	sul_rural_herbalist = 1
	temple = 1
	wharf = 1
}

iberian_city_port_gathering_tech0 = {
	castle = 1
	fishing_village = 3
	glass_guild = 1
	granary = 3
	mason = 1
	pottery_guild = 5
	saltpeter_guild = 5
	sul_rural_herbalist = 1
	temple = 1
	wharf = 1
}

iberian_city_port_gathering_tech1 = {
	castle = 1
	fishing_village = 3
	glass_guild = 1
	granary = 3
	mason = 1
	pottery_guild = 5
	saltpeter_guild = 5
	sul_rural_herbalist = 1
	temple = 1
	wharf = 1
}

iberian_city_port_mining = {
	castle = 1
	granary = 3
	jewelry_guild = 1
	mason = 2
	sul_mining_village = 3
	temple = 1
	tools_guild = 5
	weapon_guild = 5
	wharf = 1
}

iberian_city_port_mining_east_asia = {
	castle = 1
	granary = 3
	hand_cannon_guild = 1
	jewelry_guild = 4
	mason = 2
	sul_mining_village = 3
	temple = 1
	tools_guild = 4
	weapon_guild = 4
	wharf = 1
}

iberian_city_port_mining_tech0 = {
	castle = 1
	granary = 3
	jewelry_guild = 1
	mason = 2
	sul_mining_village = 3
	temple = 1
	wharf = 1
}

iberian_city_port_woodland = {
	castle = 1
	dyes_guild = 1
	forest_village = 3
	furniture_guild = 4
	granary = 3
	mason = 1
	paper_guild = 4
	sul_rural_apiary = 1
	tannery = 4
	temple = 1
	wharf = 1
}

iberian_city_port_woodland_east_asia = {
	castle = 1
	dyes_guild = 1
	forest_village = 3
	furniture_guild = 3
	granary = 3
	lacquerware_guild = 3
	mason = 1
	paper_guild = 3
	sul_rural_apiary = 1
	tannery = 3
	temple = 1
	wharf = 1
}

iberian_city_port_woodland_tech0 = {
	castle = 1
	dyes_guild = 1
	forest_village = 3
	furniture_guild = 5
	granary = 3
	mason = 1
	sul_rural_apiary = 1
	tannery = 5
	temple = 1
	wharf = 1
}

iberian_city_port_woodland_tech1 = {
	castle = 1
	dyes_guild = 1
	forest_village = 3
	furniture_guild = 5
	granary = 3
	mason = 1
	sul_rural_apiary = 1
	tannery = 5
	temple = 1
	wharf = 1
}

iberian_city_woodland = {
	castle = 1
	dyes_guild = 1
	forest_village = 3
	furniture_guild = 5
	granary = 3
	mason = 1
	paper_guild = 4
	sul_rural_apiary = 1
	tannery = 4
	temple = 1
}

iberian_city_woodland_east_asia = {
	castle = 1
	dyes_guild = 1
	forest_village = 3
	furniture_guild = 4
	granary = 3
	lacquerware_guild = 4
	mason = 1
	paper_guild = 3
	sul_rural_apiary = 1
	tannery = 3
	temple = 1
}

iberian_city_woodland_tech0 = {
	castle = 1
	dyes_guild = 1
	forest_village = 3
	furniture_guild = 6
	granary = 3
	mason = 1
	sul_rural_apiary = 1
	tannery = 6
	temple = 1
}

iberian_city_woodland_tech1 = {
	castle = 1
	dyes_guild = 1
	forest_village = 3
	furniture_guild = 6
	granary = 3
	mason = 1
	sul_rural_apiary = 1
	tannery = 6
	temple = 1
}

iberian_town_commercial = {
	castle = 1
	cloth_guild = 2
	fine_cloth_guild = 2
	granary = 1
	market_village = 2
	marketplace = 2
	mason = 1
	naval_supplies_guild = 2
	temple = 1
}

iberian_town_farming = {
	brewery = 2
	castle = 1
	distillers_guild = 2
	farming_village = 2
	granary = 1
	mason = 1
	tannery = 2
	temple = 1
	winery = 2
}

iberian_town_gathering = {
	apothecary = 2
	castle = 1
	fishing_village = 2
	glass_guild = 2
	granary = 1
	mason = 1
	pottery_guild = 2
	saltpeter_guild = 2
	temple = 1
}

iberian_town_gathering_east_asia = {
	apothecary = 2
	castle = 1
	fishing_village = 2
	glass_guild = 2
	granary = 1
	mason = 1
	porcelain_guild = 2
	pottery_guild = 1
	saltpeter_guild = 1
	temple = 1
}

iberian_town_gathering_tech0 = {
	castle = 1
	fishing_village = 2
	glass_guild = 3
	granary = 1
	mason = 1
	pottery_guild = 3
	saltpeter_guild = 2
	temple = 1
}

iberian_town_gathering_tech1 = {
	castle = 1
	fishing_village = 2
	glass_guild = 3
	granary = 1
	mason = 1
	pottery_guild = 3
	saltpeter_guild = 2
	temple = 1
}

iberian_town_mining = {
	castle = 1
	granary = 1
	jewelry_guild = 3
	mason = 1
	sul_mining_village = 2
	temple = 1
	tools_guild = 3
	weapon_guild = 2
}

iberian_town_mining_east_asia = {
	castle = 1
	granary = 1
	hand_cannon_guild = 2
	jewelry_guild = 2
	mason = 1
	sul_mining_village = 2
	temple = 1
	tools_guild = 2
	weapon_guild = 2
}

iberian_town_mining_tech0 = {
	castle = 1
	granary = 1
	jewelry_guild = 8
	mason = 1
	sul_mining_village = 2
	temple = 1
}

iberian_town_port_commercial = {
	castle = 1
	cloth_guild = 3
	fine_cloth_guild = 2
	granary = 1
	market_village = 2
	marketplace = 2
	mason = 1
	naval_supplies_guild = 2
	temple = 1
	wharf = 1
}

iberian_town_port_farming = {
	brewery = 3
	castle = 1
	distillers_guild = 2
	farming_village = 2
	granary = 1
	mason = 1
	tannery = 2
	temple = 1
	wharf = 1
	winery = 2
}

iberian_town_port_gathering = {
	apothecary = 3
	castle = 1
	fishing_village = 2
	glass_guild = 2
	granary = 1
	mason = 1
	pottery_guild = 2
	saltpeter_guild = 2
	temple = 1
	wharf = 1
}

iberian_town_port_gathering_east_asia = {
	apothecary = 2
	castle = 1
	fishing_village = 2
	glass_guild = 2
	granary = 1
	mason = 1
	porcelain_guild = 2
	pottery_guild = 2
	saltpeter_guild = 1
	temple = 1
	wharf = 1
}

iberian_town_port_gathering_tech0 = {
	castle = 1
	fishing_village = 2
	glass_guild = 3
	granary = 1
	mason = 1
	pottery_guild = 3
	saltpeter_guild = 3
	temple = 1
	wharf = 1
}

iberian_town_port_gathering_tech1 = {
	castle = 1
	fishing_village = 2
	glass_guild = 3
	granary = 1
	mason = 1
	pottery_guild = 3
	saltpeter_guild = 3
	temple = 1
	wharf = 1
}

iberian_town_port_mining = {
	castle = 1
	granary = 1
	jewelry_guild = 3
	mason = 1
	sul_mining_village = 2
	temple = 1
	tools_guild = 3
	weapon_guild = 3
	wharf = 1
}

iberian_town_port_mining_east_asia = {
	castle = 1
	granary = 1
	hand_cannon_guild = 3
	jewelry_guild = 2
	mason = 1
	sul_mining_village = 2
	temple = 1
	tools_guild = 2
	weapon_guild = 2
	wharf = 1
}

iberian_town_port_mining_tech0 = {
	castle = 1
	granary = 1
	jewelry_guild = 9
	mason = 1
	sul_mining_village = 2
	temple = 1
	wharf = 1
}

iberian_town_port_woodland = {
	castle = 1
	dyes_guild = 3
	forest_village = 2
	furniture_guild = 2
	granary = 1
	mason = 1
	paper_guild = 2
	tannery = 2
	temple = 1
	wharf = 1
}

iberian_town_port_woodland_east_asia = {
	castle = 1
	dyes_guild = 2
	forest_village = 2
	furniture_guild = 2
	granary = 1
	lacquerware_guild = 2
	mason = 1
	paper_guild = 2
	tannery = 1
	temple = 1
	wharf = 1
}

iberian_town_port_woodland_tech0 = {
	castle = 1
	dyes_guild = 3
	forest_village = 2
	furniture_guild = 3
	granary = 1
	mason = 1
	tannery = 3
	temple = 1
	wharf = 1
}

iberian_town_port_woodland_tech1 = {
	castle = 1
	dyes_guild = 3
	forest_village = 2
	furniture_guild = 3
	granary = 1
	mason = 1
	tannery = 3
	temple = 1
	wharf = 1
}

iberian_town_woodland = {
	castle = 1
	dyes_guild = 2
	forest_village = 2
	furniture_guild = 2
	granary = 1
	mason = 1
	paper_guild = 2
	tannery = 2
	temple = 1
}

iberian_town_woodland_east_asia = {
	castle = 1
	dyes_guild = 2
	forest_village = 2
	furniture_guild = 2
	granary = 1
	lacquerware_guild = 2
	mason = 1
	paper_guild = 1
	tannery = 1
	temple = 1
}

iberian_town_woodland_tech0 = {
	castle = 1
	dyes_guild = 3
	forest_village = 2
	furniture_guild = 3
	granary = 1
	mason = 1
	tannery = 2
	temple = 1
}

iberian_town_woodland_tech1 = {
	castle = 1
	dyes_guild = 3
	forest_village = 2
	furniture_guild = 3
	granary = 1
	mason = 1
	tannery = 2
	temple = 1
}

important_scandinavian_town_commercial = {
	cloth_guild = 2
	fine_cloth_guild = 2
	market_village = 2
	marketplace = 2
	mason = 1
	naval_supplies_guild = 2
	temple = 1
}

important_scandinavian_town_farming = {
	brewery = 2
	distillers_guild = 2
	farming_village = 2
	mason = 1
	tannery = 2
	temple = 1
	winery = 2
}

important_scandinavian_town_gathering = {
	apothecary = 2
	fishing_village = 2
	glass_guild = 2
	mason = 1
	pottery_guild = 2
	saltpeter_guild = 2
	temple = 1
}

important_scandinavian_town_gathering_east_asia = {
	apothecary = 2
	fishing_village = 2
	glass_guild = 2
	mason = 1
	porcelain_guild = 2
	pottery_guild = 1
	saltpeter_guild = 1
	temple = 1
}

important_scandinavian_town_gathering_tech0 = {
	fishing_village = 2
	glass_guild = 3
	mason = 1
	pottery_guild = 3
	saltpeter_guild = 2
	temple = 1
}

important_scandinavian_town_gathering_tech1 = {
	fishing_village = 2
	glass_guild = 3
	mason = 1
	pottery_guild = 3
	saltpeter_guild = 2
	temple = 1
}

important_scandinavian_town_mining = {
	jewelry_guild = 3
	mason = 1
	sul_mining_village = 2
	temple = 1
	tools_guild = 3
	weapon_guild = 2
}

important_scandinavian_town_mining_east_asia = {
	hand_cannon_guild = 2
	jewelry_guild = 2
	mason = 1
	sul_mining_village = 2
	temple = 1
	tools_guild = 2
	weapon_guild = 2
}

important_scandinavian_town_mining_tech0 = {
	jewelry_guild = 8
	mason = 1
	sul_mining_village = 2
	temple = 1
}

important_scandinavian_town_woodland = {
	dyes_guild = 2
	forest_village = 2
	furniture_guild = 2
	mason = 1
	paper_guild = 2
	tannery = 2
	temple = 1
}

important_scandinavian_town_woodland_east_asia = {
	dyes_guild = 2
	forest_village = 2
	furniture_guild = 2
	lacquerware_guild = 2
	mason = 1
	paper_guild = 1
	tannery = 1
	temple = 1
}

important_scandinavian_town_woodland_tech0 = {
	dyes_guild = 3
	forest_village = 2
	furniture_guild = 3
	mason = 1
	tannery = 2
	temple = 1
}

important_scandinavian_town_woodland_tech1 = {
	dyes_guild = 3
	forest_village = 2
	furniture_guild = 3
	mason = 1
	tannery = 2
	temple = 1
}

indian_city_commercial = {
	castle = 1
	cloth_guild = 11
	fine_cloth_guild = 11
	granary = 6
	market_village = 3
	marketplace = 11
	mason = 3
	naval_supplies_guild = 11
	scriptorium = 2
	sul_rural_ropemaker = 2
	temple = 1
}

indian_city_commercial_tech0 = {
	castle = 1
	cloth_guild = 1
	fine_cloth_guild = 1
	granary = 6
	market_village = 3
	marketplace = 11
	mason = 3
	naval_supplies_guild = 11
	sul_rural_ropemaker = 2
	temple = 1
}

indian_city_commercial_tech1 = {
	castle = 1
	cloth_guild = 1
	fine_cloth_guild = 1
	granary = 6
	market_village = 3
	marketplace = 11
	mason = 3
	naval_supplies_guild = 11
	sul_rural_ropemaker = 2
	temple = 1
}

indian_city_farming = {
	brewery = 1
	castle = 1
	distillers_guild = 1
	farming_village = 3
	granary = 6
	mason = 1
	sul_farmers_market = 1
	sul_rural_brewer = 1
	sul_rural_tanner = 1
	sul_rural_winemaker = 1
	tannery = 11
	temple = 1
	winery = 11
}

indian_city_gathering = {
	apothecary = 1
	castle = 1
	fishing_village = 3
	glass_guild = 1
	granary = 6
	mason = 3
	pottery_guild = 11
	saltpeter_guild = 11
	sul_rural_herbalist = 2
	temple = 1
}

indian_city_gathering_east_asia = {
	apothecary = 1
	castle = 1
	fishing_village = 3
	glass_guild = 1
	granary = 6
	mason = 3
	porcelain_guild = 9
	pottery_guild = 9
	saltpeter_guild = 8
	sul_rural_herbalist = 2
	temple = 1
}

indian_city_gathering_tech0 = {
	castle = 1
	fishing_village = 3
	glass_guild = 1
	granary = 6
	mason = 3
	pottery_guild = 1
	saltpeter_guild = 14
	sul_rural_herbalist = 2
	temple = 1
}

indian_city_gathering_tech1 = {
	castle = 1
	fishing_village = 3
	glass_guild = 1
	granary = 6
	mason = 3
	pottery_guild = 1
	saltpeter_guild = 14
	sul_rural_herbalist = 2
	temple = 1
}

indian_city_mining = {
	castle = 1
	granary = 6
	jewelry_guild = 1
	mason = 5
	sul_mining_village = 3
	temple = 1
	tools_guild = 1
	weapon_guild = 14
}

indian_city_mining_east_asia = {
	castle = 1
	granary = 6
	hand_cannon_guild = 1
	jewelry_guild = 1
	mason = 5
	sul_mining_village = 3
	temple = 1
	tools_guild = 11
	weapon_guild = 11
}

indian_city_mining_tech0 = {
	castle = 1
	granary = 6
	jewelry_guild = 2
	mason = 5
	sul_mining_village = 3
	temple = 1
}

indian_city_woodland = {
	castle = 1
	dyes_guild = 1
	forest_village = 3
	furniture_guild = 1
	granary = 6
	mason = 2
	paper_guild = 11
	sul_rural_apiary = 1
	sul_rural_tanner = 1
	tannery = 11
	tar_kiln = 1
	temple = 1
}

indian_city_woodland_east_asia = {
	castle = 1
	dyes_guild = 1
	forest_village = 3
	furniture_guild = 1
	granary = 6
	lacquerware_guild = 9
	mason = 2
	paper_guild = 9
	sul_rural_apiary = 1
	sul_rural_tanner = 1
	tannery = 8
	tar_kiln = 1
	temple = 1
}

indian_city_woodland_tech0 = {
	castle = 1
	dyes_guild = 1
	forest_village = 3
	furniture_guild = 1
	granary = 6
	mason = 2
	sul_rural_apiary = 1
	sul_rural_tanner = 1
	tannery = 14
	tar_kiln = 1
	temple = 1
}

indian_city_woodland_tech1 = {
	castle = 1
	dyes_guild = 1
	forest_village = 3
	furniture_guild = 1
	granary = 6
	mason = 2
	sul_rural_apiary = 1
	sul_rural_tanner = 1
	tannery = 14
	tar_kiln = 1
	temple = 1
}

indian_coastal_city_commercial = {
	castle = 1
	cloth_guild = 12
	fine_cloth_guild = 12
	granary = 6
	market_village = 3
	marketplace = 12
	mason = 3
	naval_supplies_guild = 12
	scriptorium = 2
	sul_rural_ropemaker = 2
	temple = 1
	wharf = 1
}

indian_coastal_city_commercial_tech0 = {
	castle = 1
	cloth_guild = 1
	fine_cloth_guild = 1
	granary = 6
	market_village = 3
	marketplace = 12
	mason = 3
	naval_supplies_guild = 12
	sul_rural_ropemaker = 2
	temple = 1
	wharf = 1
}

indian_coastal_city_commercial_tech1 = {
	castle = 1
	cloth_guild = 1
	fine_cloth_guild = 1
	granary = 6
	market_village = 3
	marketplace = 12
	mason = 3
	naval_supplies_guild = 12
	sul_rural_ropemaker = 2
	temple = 1
	wharf = 1
}

indian_coastal_city_farming = {
	brewery = 1
	castle = 1
	distillers_guild = 1
	farming_village = 3
	granary = 6
	mason = 1
	sul_farmers_market = 1
	sul_rural_brewer = 1
	sul_rural_tanner = 1
	sul_rural_winemaker = 1
	tannery = 12
	temple = 1
	wharf = 1
	winery = 12
}

indian_coastal_city_gathering = {
	apothecary = 1
	castle = 1
	fishing_village = 3
	glass_guild = 1
	granary = 6
	mason = 3
	pottery_guild = 12
	saltpeter_guild = 12
	sul_rural_herbalist = 2
	temple = 1
	wharf = 1
}

indian_coastal_city_gathering_east_asia = {
	apothecary = 1
	castle = 1
	fishing_village = 3
	glass_guild = 1
	granary = 6
	mason = 3
	porcelain_guild = 10
	pottery_guild = 9
	saltpeter_guild = 9
	sul_rural_herbalist = 2
	temple = 1
	wharf = 1
}

indian_coastal_city_gathering_tech0 = {
	castle = 1
	fishing_village = 3
	glass_guild = 1
	granary = 6
	mason = 3
	pottery_guild = 1
	saltpeter_guild = 16
	sul_rural_herbalist = 2
	temple = 1
	wharf = 1
}

indian_coastal_city_gathering_tech1 = {
	castle = 1
	fishing_village = 3
	glass_guild = 1
	granary = 6
	mason = 3
	pottery_guild = 1
	saltpeter_guild = 16
	sul_rural_herbalist = 2
	temple = 1
	wharf = 1
}

indian_coastal_city_mining = {
	castle = 1
	granary = 6
	jewelry_guild = 1
	mason = 5
	sul_mining_village = 3
	temple = 1
	tools_guild = 1
	weapon_guild = 16
	wharf = 1
}

indian_coastal_city_mining_east_asia = {
	castle = 1
	granary = 6
	hand_cannon_guild = 1
	jewelry_guild = 1
	mason = 5
	sul_mining_village = 3
	temple = 1
	tools_guild = 12
	weapon_guild = 12
	wharf = 1
}

indian_coastal_city_mining_tech0 = {
	castle = 1
	granary = 6
	jewelry_guild = 2
	mason = 5
	sul_mining_village = 3
	temple = 1
	wharf = 1
}

indian_coastal_city_woodland = {
	castle = 1
	dyes_guild = 1
	forest_village = 3
	furniture_guild = 1
	granary = 6
	mason = 2
	paper_guild = 12
	sul_rural_apiary = 1
	sul_rural_tanner = 1
	tannery = 12
	tar_kiln = 1
	temple = 1
	wharf = 1
}

indian_coastal_city_woodland_east_asia = {
	castle = 1
	dyes_guild = 1
	forest_village = 3
	furniture_guild = 1
	granary = 6
	lacquerware_guild = 10
	mason = 2
	paper_guild = 9
	sul_rural_apiary = 1
	sul_rural_tanner = 1
	tannery = 9
	tar_kiln = 1
	temple = 1
	wharf = 1
}

indian_coastal_city_woodland_tech0 = {
	castle = 1
	dyes_guild = 1
	forest_village = 3
	furniture_guild = 1
	granary = 6
	mason = 2
	sul_rural_apiary = 1
	sul_rural_tanner = 1
	tannery = 16
	tar_kiln = 1
	temple = 1
	wharf = 1
}

indian_coastal_city_woodland_tech1 = {
	castle = 1
	dyes_guild = 1
	forest_village = 3
	furniture_guild = 1
	granary = 6
	mason = 2
	sul_rural_apiary = 1
	sul_rural_tanner = 1
	tannery = 16
	tar_kiln = 1
	temple = 1
	wharf = 1
}

indian_sultanate_city_commercial = {
	castle = 1
	cloth_guild = 11
	fine_cloth_guild = 11
	granary = 6
	mamluk_barracks = 2
	market_village = 3
	marketplace = 11
	mason = 3
	naval_supplies_guild = 11
	scriptorium = 2
	slave_market = 2
	sul_rural_ropemaker = 2
	temple = 1
}

indian_sultanate_city_commercial_tech0 = {
	castle = 1
	cloth_guild = 1
	fine_cloth_guild = 1
	granary = 6
	mamluk_barracks = 2
	market_village = 3
	marketplace = 11
	mason = 3
	naval_supplies_guild = 11
	slave_market = 2
	sul_rural_ropemaker = 2
	temple = 1
}

indian_sultanate_city_commercial_tech1 = {
	castle = 1
	cloth_guild = 1
	fine_cloth_guild = 1
	granary = 6
	mamluk_barracks = 2
	market_village = 3
	marketplace = 11
	mason = 3
	naval_supplies_guild = 11
	slave_market = 2
	sul_rural_ropemaker = 2
	temple = 1
}

indian_sultanate_city_farming = {
	brewery = 1
	castle = 1
	distillers_guild = 1
	farming_village = 3
	granary = 6
	mamluk_barracks = 2
	mason = 1
	slave_market = 2
	sul_farmers_market = 1
	sul_rural_brewer = 1
	sul_rural_tanner = 1
	sul_rural_winemaker = 1
	tannery = 11
	temple = 1
	winery = 11
}

indian_sultanate_city_gathering = {
	apothecary = 1
	castle = 1
	fishing_village = 3
	glass_guild = 1
	granary = 6
	mamluk_barracks = 2
	mason = 3
	pottery_guild = 11
	saltpeter_guild = 11
	slave_market = 2
	sul_rural_herbalist = 2
	temple = 1
}

indian_sultanate_city_gathering_east_asia = {
	apothecary = 1
	castle = 1
	fishing_village = 3
	glass_guild = 1
	granary = 6
	mamluk_barracks = 2
	mason = 3
	porcelain_guild = 9
	pottery_guild = 9
	saltpeter_guild = 8
	slave_market = 2
	sul_rural_herbalist = 2
	temple = 1
}

indian_sultanate_city_gathering_tech0 = {
	castle = 1
	fishing_village = 3
	glass_guild = 1
	granary = 6
	mamluk_barracks = 2
	mason = 3
	pottery_guild = 1
	saltpeter_guild = 14
	slave_market = 2
	sul_rural_herbalist = 2
	temple = 1
}

indian_sultanate_city_gathering_tech1 = {
	castle = 1
	fishing_village = 3
	glass_guild = 1
	granary = 6
	mamluk_barracks = 2
	mason = 3
	pottery_guild = 1
	saltpeter_guild = 14
	slave_market = 2
	sul_rural_herbalist = 2
	temple = 1
